"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,7(2),Krishak Bharati Cooperative Limited (KRIBHCO),Promoters,Equity Shares,9712726,1.62,,50000,515000,Sell,Equity Shares,9662726,1.62,06-Jun-24,06-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 16:40,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165461_1155569_10062024044043_WEB.xml
SHALPAINTS,Shalimar Paints Limited,7(2),Veera Gupta,Immediate relative,Equity Shares,2274658,2.72,,72900,11167837,Sell,Equity Shares,2201758,2.63,06-Jun-24,06-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 16:22,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165456_1155553_10062024042240_WEB.xml
PDMJEPAPER,Pudumjee Paper Products Limited,7(2),Gautam Nandkishore Jajodia,Other,Equity Shares,125327,0.13,,50000,4757877,Sell,Equity Shares,75327,0.08,07-Jun-24,07-Jun-24,10-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 16:07,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165454_1155530_10062024040730_WEB.xml
GOODLUCK,Goodluck India Limited,7(2),Ashish Garg,Promoter Group,Equity Shares,307300,0.97,,824337,0,Buy,Equity Shares,1131637,3.56,07-Jun-24,07-Jun-24,08-Jun-24,Others,-,-,0,0,0,0,NA,-,10-06-2024 16:04,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165452_1155527_10062024040412_WEB.xml
PIDILITIND,Pidilite Industries Limited,7(2),Malay Rashmikant Parekh,Promoter Group,Equity Shares,408686,0.08,,6000,19261137,Sell,Equity Shares,402686,0.08,05-Jun-24,05-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 16:03,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165451_1155523_10062024040329_WEB.xml
PIDILITIND,Pidilite Industries Limited,7(2),Kamalini Rashmikant Parekh,Promoter Group,Equity Shares,1093455,0.21,,6000,19260312,Sell,Equity Shares,1087455,0.21,05-Jun-24,05-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 16:03,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165451_1155523_10062024040329_WEB.xml
SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,7(2),SOHAM NARENDRASINH CHAUHAN,Promoters,Equity Shares,1069000,12.14,,55000,2306090,Sell,Equity Shares,1014000,11.52,07-Jun-24,07-Jun-24,09-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 15:56,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165449_1155515_10062024035653_WEB.xml
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Parmeshwar Bang,Employees/Designated Employees,Equity Shares,9960,0.01,,950,1708829,Sell,Equity Shares,9010,0.01,07-Jun-24,07-Jun-24,08-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 15:47,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165447_1155502_10062024034716_WEB.xml
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Parmeshwar Bang,Employees/Designated Employees,Equity Shares,9960,0.01,,950,1708829,Pledge Revoke,Equity Shares,9960,0.01,07-Jun-24,07-Jun-24,08-Jun-24,Revokation of Pledge,-,-,0,0,0,0,-,-,10-06-2024 15:47,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165447_1155502_10062024034716_WEB.xml
MAXIND,Max India Limited,7(2),Sandeep Pathak,Key Managerial Personnel,Equity Shares,4800,0.01,,4700,1270407,Sell,Equity Shares,100,0,29-May-24,07-Jun-24,10-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 15:22,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165444_1155479_10062024032217_WEB.xml
MAXIND,Max India Limited,7(2),Ajay Agrawal,Other,Equity Shares,81500,0.19,,24500,6650280,Sell,Equity Shares,57000,0.13,07-Jun-24,07-Jun-24,10-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 15:22,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165444_1155479_10062024032217_WEB.xml
SAFARI,Safari Industries (India) Limited,7(2),NAZUK KESHAN,Employees/Designated Employees,Equity Shares,9864,0,,1500,3009915,Sell,Equity Shares,8364,0,07-Jun-24,07-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 15:03,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165442_1155471_10062024030301_WEB.xml
SAFARI,Safari Industries (India) Limited,7(2),NILADRI MUKHERJEE,-,Equity Shares,1502,0,,500,1017200,Sell,Equity Shares,1002,0,27-May-24,10-Jun-24,10-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 15:03,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165442_1155471_10062024030301_WEB.xml
APOLLOPIPE,Apollo Pipes Limited,7(2),Dhruv Gupta,Promoter Group,Equity Shares,Nil,0,,500000,0,Buy,Equity Shares,500000,1.21,06-Jun-24,06-Jun-24,10-Jun-24,Gift,-,-,0,0,0,0,NA,-,10-06-2024 14:49,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165440_1155460_10062024024957_WEB.xml
SOMATEX,Soma Textiles & Industries Limited,7(2),Prasann Arvindkumar Somany,Immediate relative,Equity Shares,Nil,0,,731900,24261387,Buy,Equity Shares,731900,2.22,07-Jun-24,07-Jun-24,09-Jun-24,Market Purchase,-,-,0,0,0,0,NA,-,10-06-2024 14:47,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165439_1155457_10062024024701_WEB.xml
INFOBEAN,InfoBeans Techno. Ltd.,7(2),Mitesh Bohra,Promoters,Equity Shares,5012650,20.63,,1700000,728110000,Sell,Equity Shares,3312650,13.63,06-Jun-24,06-Jun-24,07-Jun-24,Gift,-,-,0,0,0,0,NA,-,10-06-2024 14:33,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165436_1155453_10062024023312_WEB.xml
ORIENTELEC,Orient Electric Limited,7(3),SANJEEV KUMAR JAIN,-,Equity Shares,9985,0,,5000,1175000,Sell,Equity Shares,4985,0,05-Jun-24,05-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 14:17,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165434_1155447_10062024021731_WEB.xml
ECLERX,eClerx Services Limited,7(2),Eclerx Employee Welfare Trust,Other,Equity Shares,714608,1.46,,3171,6948475,Buy,Equity Shares,717779,1.46,06-Jun-24,06-Jun-24,07-Jun-24,Market Purchase,-,-,0,0,0,0,NSE,-,10-06-2024 13:55,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165432_1155442_10062024015530_WEB.xml
ALLSEC,Allsec Technologies Limited,7(2),Naozer Dalal,Key Managerial Personnel,Equity Shares,1440,0.01,,1010,985485,Buy,Equity Shares,2450,0.02,04-Jun-24,04-Jun-24,06-Jun-24,Market Purchase,-,-,0,0,0,0,NSE,-,10-06-2024 13:42,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165429_1155437_10062024014235_WEB.xml
INFOBEAN,InfoBeans Techno. Ltd.,7(2),Priyansh Jain,Promoter Group,Equity Shares,Nil,0,,1700000,728110000,Buy,Equity Shares,1700000,6.99,06-Jun-24,06-Jun-24,07-Jun-24,Gift,-,-,0,0,0,0,NA,-,10-06-2024 13:22,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165426_1155429_10062024012251_WEB.xml
HNDFDS,Hindustan Foods Limited,7(2),Sixth Sense India Opportunities II,Other,Equity Shares,1328931,1.16,,3974,2043337,Sell,Equity Shares,1324957,1.16,07-Jun-24,07-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 12:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165423_1155409_10062024122821_WEB.xml
HNDFDS,Hindustan Foods Limited,7(2),Sixth Sense India Opportunities II,Other,Equity Shares,1334643,1.16,,5712,2938486,Sell,Equity Shares,1328931,1.16,06-Jun-24,06-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 12:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165423_1155409_10062024122821_WEB.xml
HNDFDS,Hindustan Foods Limited,7(2),Sixth Sense India Opportunities II,Other,Equity Shares,1363143,1.19,,28500,14734301,Sell,Equity Shares,1334643,1.16,05-Jun-24,05-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,10-06-2024 12:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165423_1155409_10062024122821_WEB.xml
MINDACORP,Minda Corporation Limited,7(2),Ashim Vohra,Employees/Designated Employees,Equity Shares,68500,0.03,,2000,904000,Sell,Equity Shares,66500,0.03,07-Jun-24,07-Jun-24,07-Jun-24,ESOP,-,-,0,0,0,0,NA,-,10-06-2024 12:03,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165421_1155402_10062024120337_WEB.xml
MINDACORP,Minda Corporation Limited,7(2),Ashim Vohra,Employees/Designated Employees,Equity Shares,70500,0.03,,2000,910000,Sell,Equity Shares,68500,0.03,07-Jun-24,07-Jun-24,07-Jun-24,ESOP,-,-,0,0,0,0,NA,-,10-06-2024 12:03,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165421_1155402_10062024120337_WEB.xml
SEAMECLTD,Seamec Limited,7(2),HAL OFFSHORE LIMITED,Promoters,Equity Shares,17885694,70.35,,4000,4253120,Buy,Equity Shares,17889694,70.36,07-Jun-24,07-Jun-24,07-Jun-24,Market Purchase,-,-,0,0,0,0,NSE,-,10-06-2024 10:22,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165419_1155385_10062024102159_WEB.xml
KEEPLEARN,DSJ Keep Learning Limited,7(2),Rajesh Padode,Promoters,Equity Shares,1755054,2,,173722,551063,Sell,Equity Shares,1581332,1.8,03-Jun-24,07-Jun-24,09-Jun-24,Market Sale,-,-,0,0,0,0,BSE,-,09-06-2024 20:02,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165416_1155374_09062024080235_WEB.xml
CIGNITITEC,Cigniti Technologies Limited,7(2),V KRISHNAN,Key Managerial Personnel,Equity Shares,15000,0.05,,9000,12113010,Sell,Equity Shares,6000,0.02,06-Jun-24,06-Jun-24,06-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,09-06-2024 19:49,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165414_1155370_09062024074913_WEB.xml
KCEIL,Kay Cee Energy & Infra Limited,7(2),LOKEDNRA JAIN,Promoters,Equity Shares,7556000,68.94,,5000,1038900,Buy,Equity Shares,7561000,68.99,07-Jun-24,07-Jun-24,08-Jun-24,Market Purchase,-,-,0,0,0,0,NSE,-,08-06-2024 18:51,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165412_1155326_08062024065157_WEB.xml
KRITI,Kriti Industries (India) Limited,7(2),KRITI NUTRIENTS LIMITED,Promoter Group,Equity Shares,100319,0.2,,32200,4184789,Buy,Equity Shares,132519,0.27,07-Jun-24,07-Jun-24,08-Jun-24,Market Purchase,-,-,0,0,0,0,BSE,-,08-06-2024 18:00,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165410_1155309_08062024060029_WEB.xml
KSCL,Kaveri Seed Company Limited,7(3),Kaveri Employees Trust,-,Equity Shares,707536,1.38,,66015,60022735,Sell,Equity Shares,641521,1.25,06-Jun-24,06-Jun-24,07-Jun-24,ESOP,-,-,0,0,0,0,NSE,-,08-06-2024 15:16,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165408_1155258_08062024031634_WEB.xml
KSCL,Kaveri Seed Company Limited,7(3),Kaveri Employees Trust sold on behalf of Employees,-,Equity Shares,66015,0.13,,66015,60022735,Sell,Equity Shares,Nil,0,06-Jun-24,06-Jun-24,08-Jun-24,ESOP,-,-,0,0,0,0,NSE,-,08-06-2024 15:16,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165408_1155258_08062024031634_WEB.xml
BAJEL,Bajel Projects Limited,7(2),MANECK DAVAR,Director,Equity Shares,Nil,0,,10000,2534500,Buy,Equity Shares,10000,0.01,06-Jun-24,06-Jun-24,07-Jun-24,Market Purchase,-,-,0,0,0,0,NSE,-,08-06-2024 15:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165406_1155254_08062024031213_WEB.xml
BAJEL,Bajel Projects Limited,7(2),MANECK DAVAR,Director,Equity Shares,10000,0.01,,5813,1511380,Buy,Equity Shares,15813,0.01,07-Jun-24,07-Jun-24,08-Jun-24,Market Purchase,-,-,0,0,0,0,NSE,-,08-06-2024 15:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165406_1155254_08062024031213_WEB.xml
LINC,Linc Limited,7(2),DEEPAK JALAN,Promoters,Equity Shares,445302,2.99,,5000,0,Sell,Equity Shares,440302,2.96,07-Jun-24,07-Jun-24,08-Jun-24,Gift,-,-,0,0,0,0,NA,-,08-06-2024 15:09,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165405_1155249_08062024030921_WEB.xml
LINC,Linc Limited,7(2),SURAJ MAL JALAN,Promoter Group,Equity Shares,Nil,0,,5000,0,Buy,Equity Shares,5000,0.03,07-Jun-24,07-Jun-24,08-Jun-24,Gift,-,-,0,0,0,0,NA,-,08-06-2024 15:09,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165405_1155249_08062024030921_WEB.xml
APOLLOHOSP,Apollo Hospitals Enterprise Limited,7(2),SUNEETA REDDY,Director,Equity Shares,4831695,3.36,,225000,1353300000,Pledge,Equity Shares,4831695,3.36,07-Jun-24,07-Jun-24,08-Jun-24,Pledge Creation,-,-,0,0,0,0,NA,-,08-06-2024 15:07,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165403_1155247_08062024030717_WEB.xml
APOLLOHOSP,Apollo Hospitals Enterprise Limited,7(2),SUNEETA REDDY,Director,Equity Shares,4831695,3.36,,225000,1341500000,Pledge Revoke,Equity Shares,4831695,3.36,06-Jun-24,06-Jun-24,08-Jun-24,Revokation of Pledge,-,-,0,0,0,0,NA,-,08-06-2024 15:07,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165403_1155247_08062024030717_WEB.xml
METROPOLIS,Metropolis Healthcare Limited,7(2),Sushil Kanubhai Shah,Promoters,Equity Shares,1267058,2.47,,10000,20450000,Sell,Equity Shares,1257058,2.45,06-Jun-24,06-Jun-24,06-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 23:23,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165391_1155154_07062024112310_WEB.xml
METROPOLIS,Metropolis Healthcare Limited,7(2),Sushil Kanubhai Shah,Promoters,Equity Shares,1282058,2.5,,15000,30080622,Sell,Equity Shares,1267058,2.47,05-Jun-24,05-Jun-24,06-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 23:23,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165391_1155154_07062024112310_WEB.xml
360ONE,360 ONE WAM LIMITED,7(2),A. Pramod Kumar,Employees/Designated Employees,Equity Shares,248504,0.07,,20000,15828000,Sell,Equity Shares,228504,0.06,06-Jun-24,06-Jun-24,06-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 22:41,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165389_1155148_07062024104109_WEB.xml
360ONE,360 ONE WAM LIMITED,7(2),A. Pramod Kumar,Employees/Designated Employees,Equity Shares,228504,0.06,,50000,39747000,Sell,Equity Shares,178504,0.05,07-Jun-24,07-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 22:41,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165389_1155148_07062024104109_WEB.xml
360ONE,360 ONE WAM LIMITED,7(2),Viral Shah,Employees/Designated Employees,Equity Shares,12000,0,,6500,5116715,Sell,Equity Shares,5500,0,14-May-24,06-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 22:41,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165389_1155148_07062024104109_WEB.xml
360ONE,360 ONE WAM LIMITED,7(2),BHAVESH VASANT THAKKAR,Employees/Designated Employees,Equity Shares,91352,0.03,,35798,27768867,Sell,Equity Shares,55554,0.02,05-Jun-24,05-Jun-24,06-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 22:41,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165389_1155148_07062024104109_WEB.xml
360ONE,360 ONE WAM LIMITED,7(2),Shikhar Prabhakar,Employees/Designated Employees,Equity Shares,34515,0.01,,3000,2321010,Sell,Equity Shares,31515,0.01,29-May-24,05-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 22:41,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165389_1155148_07062024104109_WEB.xml
360ONE,360 ONE WAM LIMITED,7(2),Abhishek Shah,Employees/Designated Employees,Equity Shares,110669,0.03,,110669,85143195,Pledge,Equity Shares,110669,0.03,05-Jun-24,05-Jun-24,06-Jun-24,Pledge Creation,-,-,0,0,0,0,NSE,-,07-06-2024 22:41,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165389_1155148_07062024104109_WEB.xml
360ONE,360 ONE WAM LIMITED,7(2),BHAVESH VASANT THAKKAR,Employees/Designated Employees,Equity Shares,55554,0.02,,17500,13895000,Sell,Equity Shares,38054,0.01,06-Jun-24,06-Jun-24,06-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 22:41,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165389_1155148_07062024104109_WEB.xml
360ONE,360 ONE WAM LIMITED,7(2),Ramesh Negi,Employees/Designated Employees,Equity Shares,22500,0.01,,13000,10101000,Sell,Equity Shares,9500,0,05-Jun-24,05-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 22:41,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165389_1155148_07062024104109_WEB.xml
JINDALSTEL,Jindal Steel & Power Limited,7(2),JSP Employee Benefit Trust,Other,Equity Shares,11632414,1.14,,700000,743229200,Sell,Equity Shares,10932414,1.07,03-Jun-24,03-Jun-24,05-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 22:10,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165387_1155144_07062024101019_WEB.xml
NAUKRI,Info Edge (India) Limited,7(2),Puneet Verma,Employees/Designated Employees,Equity Shares,1948,0,,36,214460,Sell,Equity Shares,1912,0,05-Jun-24,05-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 21:34,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165385_1155129_07062024093417_WEB.xml
NAUKRI,Info Edge (India) Limited,7(2),Nimish Kulshrestha,Employees/Designated Employees,Equity Shares,626,0,,626,3814135,Sell,Equity Shares,Nil,0,06-Jun-24,06-Jun-24,06-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 21:34,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165385_1155129_07062024093417_WEB.xml
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Anju Chhajer,Employees/Designated Employees,Equity Shares,12893,0,,45192,11475331,Buy,Equity Shares,58085,0.01,05-Jun-24,05-Jun-24,06-Jun-24,ESOP,-,-,0,0,0,0,NA,-,07-06-2024 20:11,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165381_1155103_07062024081135_WEB.xml
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Nandkishore Ratnoo,Employees/Designated Employees,Equity Shares,23771,0,,13924,4331707,Buy,Equity Shares,37695,0.01,05-Jun-24,05-Jun-24,06-Jun-24,ESOP,-,-,0,0,0,0,NA,-,07-06-2024 20:11,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165381_1155103_07062024081135_WEB.xml
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Prachi Verma,Employees/Designated Employees,Equity Shares,Nil,0,,10690,3352798,Buy,Equity Shares,10690,0,05-Jun-24,05-Jun-24,06-Jun-24,ESOP,-,-,0,0,0,0,NA,-,07-06-2024 20:11,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165381_1155103_07062024081135_WEB.xml
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Sanjiv Gudal,Employees/Designated Employees,Equity Shares,18826,0,,17284,3500010,Buy,Equity Shares,36110,0.01,05-Jun-24,05-Jun-24,06-Jun-24,ESOP,-,-,0,0,0,0,NA,-,07-06-2024 20:11,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165381_1155103_07062024081135_WEB.xml
CSLFINANCE,CSL Finance Limited,7(2),CSL Employee Welfare Trust,-,Equity Shares,337512,1.48,,3985,1662580,Sell,Equity Shares,333527,1.46,06-Jun-24,06-Jun-24,07-Jun-24,ESOP,-,-,0,0,0,0,NSE,-,07-06-2024 20:09,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165379_1155100_07062024080950_WEB.xml
WIPRO,Wipro Limited,7(2),Mohamad Hamzeh,Employees/Designated Employees,ADR/GDR/FCCB,3436,0,,23,10222,Sell,ADR/GDR/FCCB,3413,0,05-Jun-24,05-Jun-24,05-Jun-24,ESOP,-,-,0,0,0,0,NA,-,07-06-2024 19:37,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165377_1155082_07062024073721_WEB.xml
WIPRO,Wipro Limited,7(2),Omkar Bhalchandra Nisal,Employees/Designated Employees,ADR/GDR/FCCB,7753,0,,2600,1155480,Sell,ADR/GDR/FCCB,5153,0,05-Jun-24,05-Jun-24,05-Jun-24,ESOP,-,-,0,0,0,0,NA,-,07-06-2024 19:37,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165377_1155082_07062024073721_WEB.xml
WIPRO,Wipro Limited,7(2),Omkar Bhalchandra Nisal,Employees/Designated Employees,ADR/GDR/FCCB,2600,0,,5153,2290073,Buy,ADR/GDR/FCCB,7753,0,05-Jun-24,05-Jun-24,05-Jun-24,ESOP,-,-,0,0,0,0,NA,-,07-06-2024 19:37,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165377_1155082_07062024073721_WEB.xml
WIPRO,Wipro Limited,7(2),Mohamad Hamzeh,Employees/Designated Employees,ADR/GDR/FCCB,Nil,0,,3436,1527011,Buy,ADR/GDR/FCCB,3436,0,05-Jun-24,05-Jun-24,05-Jun-24,ESOP,-,-,0,0,0,0,NA,-,07-06-2024 19:37,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165377_1155082_07062024073721_WEB.xml
APOLLO,Apollo Micro Systems Limited,7(2),KARUNAKAR REDDY BADDAM,Promoters,Equity Shares,168922900,55.12,,1700000,169235000,Pledge,Equity Shares,168922900,55.12,05-Jun-24,05-Jun-24,06-Jun-24,Pledge Creation,-,-,0,0,0,0,NA,-,07-06-2024 19:25,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165375_1155077_07062024072521_WEB.xml
THOMASCOOK,Thomas Cook  (India)  Limited,7(2),Suhas Shetty,Employees/Designated Employees,Equity Shares,16000,0,,10000,2130900,Sell,Equity Shares,6000,0,03-Jun-24,03-Jun-24,06-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 19:16,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165373_1155071_07062024071646_WEB.xml
REMUS,Remus Pharmaceuticals Limited,7(2),DHRUVALBEN V SHAH,Promoter Group,Equity Shares,375,0.02,,375,2743549,Sell,Equity Shares,Nil,0,03-Jun-24,03-Jun-24,05-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 19:13,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165371_1155067_07062024071355_WEB.xml
THOMASCOOK,Thomas Cook  (India)  Limited,7(2),Amit J Parekh,Employees/Designated Employees,Equity Shares,34227,0.01,,10000,2125000,Sell,Equity Shares,24227,0.01,06-Jun-24,07-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 19:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165370_1155065_07062024071242_WEB.xml
KRITI,Kriti Industries (India) Limited,7(2),KRITI NUTRIENTS LIMITED,Promoter Group,Equity Shares,43280,0.09,,57039,6850324,Buy,Equity Shares,100319,0.2,06-Jun-24,06-Jun-24,07-Jun-24,Market Purchase,-,-,0,0,0,0,NSE,-,07-06-2024 19:11,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165368_1155061_07062024071110_WEB.xml
THOMASCOOK,Thomas Cook  (India)  Limited,7(3),IDBI Trusteeship Services Limited,-,Equity Shares,5137853,1.09,,2000,126100,Sell,Equity Shares,5135853,1.09,05-Jun-24,05-Jun-24,07-Jun-24,ESOP,-,-,0,0,0,0,NA,-,07-06-2024 19:07,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165366_1155053_07062024070742_WEB.xml
KRITI,Kriti Industries (India) Limited,7(2),KRITI NUTRIENTS LIMITED,Promoter Group,Equity Shares,Nil,0,,43280,4886389,Buy,Equity Shares,43280,0.09,05-Jun-24,05-Jun-24,05-Jun-24,Market Purchase,-,-,0,0,0,0,NSE,-,07-06-2024 18:58,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165364_1155045_07062024065848_WEB.xml
INOXWIND,Inox Wind Limited,7(2),Inox Wind Energy Limited,Promoters,Preference Shares,Nil,0,,200000000,2000000000,Buy,Preference Shares,200000000,99.99,04-Jun-24,04-Jun-24,05-Jun-24,Others,-,-,0,0,0,0,NA,-,07-06-2024 18:49,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165362_1155030_07062024064956_WEB.xml
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Om Prakash Manchanda,Director,Equity Shares,919502,1.1,,10000,27756730,Sell,Equity Shares,909502,1.09,05-Jun-24,07-Jun-24,07-Jun-24,Market Sale,-,-,0,0,0,0,NSE,-,07-06-2024 18:36,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165359_1155004_07062024063612_WEB.xml
GLAND,Gland Pharma Limited,7(2),K. RAGHURAMACHANDRA RAO,Employees/Designated Employees,Equity Shares,9000,0,,1000,1850250,Sell,Equity Shares,8000,0,03-Jun-24,03-Jun-24,05-Jun-24,Market Sale,-,-,0,0,0,0,BSE,-,07-06-2024 18:35,https://nsearchives.nseindia.com/corporate/xbrl/IT_1165358_1155002_07062024063545_WEB.xml
