Name,NSE Symbol,BSE Code,_id,Market Capitalization,Close Price,Industry,Sector,Price To Earnings,Price To Sales,Revenue Growth TTM,PAT Growth TTM,PAT Growth QoQ,Price To Book Value,Returns 1W,Returns 1M,Returns 3M,Returns 6M,Strength Vs Nifty 500 Monthly,SMA 20D,EV To EBITDA,Fixed Assets 3 Years Back,52WH Distance,52WL,Strength Vs Nifty 500 Weekly,Debt To Equity,Debt To Equity 3 Years Back,Change In DII Holdings 1 Year,Change In FII Holdings 1 Year,Promoter Holdings,Change In Promoter Holdings 1 Year,ROCE,PBT Growth TTM,Fixed Assets Latest Year
Texmo Pipes & Products Ltd,TEXMOPIPES,533164,TEXMOPIPES,233,79.9,Plastics - Others,Plastic products,47,0.52,-34,104,191,1.76,11.7,9.81,0.73,4.86,-3,76.2,10,114,25.9,68.5,-11,0.29,0.22,0,-0.56,44.2,0,9.23,131,139
Thaai Casting Ltd,TCL,null,TCL,416,179.9,Auto Ancillaries - Others,Auto Ancillaries,39,5.86,null,null,237,5.77,2.22,-3.62,-14.9,14.3,null,184,23,null,31.2,151.8,null,0.63,null,null,null,63.6,null,14.7,null,41.4
Thangamayil Jewellery Ltd,THANGAMAYL,533158,THANGAMAYL,6061,2208.8,Diamond Cutting / Jewellery - Medium / Small,"Diamond, Gems and Jewellery",50,1.48,24.4,1.68,100,12.3,3.14,22.9,54.9,88.8,15,2070,30.7,78.8,7.77,1191,6,1.08,0.94,0.62,0.89,67.3,0.16,19.6,1.24,154
The Anup Engineering Ltd,ANUP,542460,ANUP,4451,2229.25,Engineering - Light - General - Large,Engineering,40.9,7.82,17.3,66.2,-44.6,8.41,-0.53,17.6,24.7,64.3,19,2182,31.6,212,7.43,992.5,86,0.04,0,-0.48,-1.17,41.2,-1.7,21.6,34.5,313
The Byke Hospitality Ltd,BYKE,531373,BYKE,333,71,Hotels - Small,Hotels & Restaurants,51.4,3.82,-11.3,476,2.22,1.7,1.72,-4.14,-5.65,22.4,9,73.6,9.7,142,22.1,39.35,44,0.28,0.47,-0.94,-2.31,42.8,-4.02,4.34,1748,141
The Hi-Tech Gears Ltd,HITECHGEAR,522073,HITECHGEAR,1660,883.8,Auto Ancillaries - Gears,Auto Ancillaries,31,1.54,-2.96,272,-20.1,3.56,-0.15,-5.61,-12.9,86.2,21,948,7.76,468,31,364.5,83,0.64,1.33,0,0.01,56.2,-0.03,12.9,74.6,462
The Indian Wood Products Company Ltd,null,540954,540954,235,36.73,Chewing Tobacco / Pan Masala,Tobacco Products,60.2,1.19,8.79,58.1,-10,0.66,2.31,11.2,26.4,18.5,0,36.6,18.7,390,9.73,28.74,-4,0.22,0.2,0,0,71.1,0,2.92,49.6,382
The Investment Trust of India Ltd,THEINVEST,530023,THEINVEST,1002,191.86,Finance - Medium,Finance,31.1,3.33,6.74,124,182,1.51,3.13,5.55,33.6,54.7,9,186,11,23.1,3.49,80.7,38,0.57,0.46,0,0,72.1,0,6.1,114,33
The Ramco Cements Ltd,RAMCOCEM,500260,RAMCOCEM,20111,851.1,Cement - Major - South India,Cement,62.1,2.18,7.71,14,-73.3,2.78,1.84,5.73,-2.1,5.5,-6,832,15.7,6833,19.6,750,-31,0.68,0.54,-1.26,-0.57,42.3,0.18,7.85,13.4,11926
Thejo Engineering Ltd,THEJO,null,THEJO,2913,2687,Engineering - Heavy - Material Handling,Engineering,55.4,5.25,11.4,51.2,-28.6,11.6,3.46,-6.44,-0.93,22.6,18,2706,30.1,46,27.5,1620,84,0.17,0.12,0.14,-0.02,53.6,-0.71,28.2,51.3,108
Themis Medicare Ltd,THEMISMED,530199,THEMISMED,2573,279.6,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S,Pharmaceuticals,51.5,6.31,14.3,-13.3,272,7.48,16.2,6.03,27.2,30.8,23,258,30.7,133,2.75,147.25,16,0.25,0.4,0,0.01,67.1,-0.01,13.3,-27.4,168
Thermax Ltd,THERMAX,500411,THERMAX,59625,5003.9,Engineering - Heavy - General - Large,Capital Goods-Non Electrical Equipment,98.5,6.23,14.4,53.3,-41.7,13.4,15.7,14.3,-5.8,43.6,13,4462,47.4,1242,14.3,2624.15,51,0.29,0.1,-2.58,2.79,62,0,16.4,22.6,1906
Thirdwave Financial Intermediaries Ltd,null,531652,531652,547,152.6,Trading - Medium / Small,Retail,null,405,-0.74,-318,-1183,9.42,13.6,13.3,27.9,195,16,141,-478,0,2.93,35.03,32,0,0,-5.79,0,42.5,-3.14,3.26,-17.9,0
Thirumalai Chemicals Ltd,TIRUMALCHM,500412,TIRUMALCHM,3612,352.8,Chemicals - Maleic Anhydride / Phthalic Anhydride,Chemicals,null,1.71,3.98,-210,125,3.15,8.72,9.65,14.7,54.5,4,336,66.7,513,2.77,192.15,17,1.09,0.23,1.34,0.71,41.9,-0.21,0.28,-162,712
Thomas Cook (India) Ltd,THOMASCOOK,500413,THOMASCOOK,10127,215.13,Travel Agencies,Miscellaneous,38.8,1.35,25.7,208,29.3,6.81,-0.12,12.3,-0.03,44.2,14,218,16.2,2628,18.5,119.95,65,0.2,0.32,0,2.68,63.8,-8.5,14.4,174,2770
Thomas Scott India Ltd,THOMASCOTT,533941,THOMASCOTT,276,244,Textiles - Readymade Apparel,Readymade Garments/ Apparells,26.9,2.85,41.6,210,-65.3,5.06,3.83,-5.44,-3.29,-21.7,14,243,20.1,1.45,32.3,95.25,64,0.12,1.05,1.02,0.32,58.8,-10.8,20.8,224,7.87
Thyrocare Technologies Ltd,THYROCARE,539871,THYROCARE,4567,862.4,Diagnostic Services,Healthcare,58.7,7.69,11.2,27.2,39.3,9.27,0.68,-2.17,32,35.2,0,872,29.3,253,7.4,527,6,0.08,0.02,1.43,-0.95,71.1,-0.03,17.6,24.4,306
Tide Water Oil Co (I) Ltd,TIDEWATER,590005,TIDEWATER,4169,2392.55,Lubricants,Chemicals,28,2.15,2.49,33,-13.5,5.04,-2.08,0.72,25.7,64.8,11,2522,19.5,275,14.6,1143.8,48,0,0.02,-0.87,1.15,64.1,6.87,22.2,27.1,293
Tierra Agrotech Ltd,null,543531,543531,443,67.61,Trading - Medium / Small,Trading,null,6.03,13.8,66.8,233,4.12,-1.07,-13,11.4,3.54,-12,74.3,-59.6,83.6,58.3,53.18,-54,0.22,1.04,0,0,10.4,-1.8,-6.83,66.8,86.1
Tiger Logistics (India) Ltd,null,536264,536264,690,65.25,Transport - Road,Logistics,44.4,2.31,-18.8,-23.9,14.9,6.21,9.08,51.7,54.8,23.9,0,55.5,28,8.62,25,33.99,2,0.11,0.36,0,8.48,57.1,-7.55,14.6,-23.8,9.05
Tilak Ventures Ltd,null,503663,503663,257,5.76,Securities/Commodities Trading Services,Stock/ Commodity Brokers,44.3,19.9,13.2,65.1,-25.5,2.03,76.7,59.6,50,46.6,0,3.86,25.9,null,11.9,2.8,0,0.03,null,0,0,53,-9.65,8.84,75.2,0.44
Tilaknagar Industries Ltd,TI,507205,TI,6131,317.75,Distilleries,Alcoholic Beverages,39.5,4.37,13.2,-13.1,27.5,9.37,5.69,40.8,18.3,63,0,283,29.8,469,3.68,195.25,1,0.19,-12.6,0.34,1.12,40.2,-1.85,19.8,60,396
Time Technoplast Ltd,TIMETECHNO,532856,TIMETECHNO,9629,424.3,Plastics - Others,Plastic products,28.9,1.87,16.3,43.6,-14.6,3.79,5.53,10.1,38.6,103,13,403,14.6,1281,4.19,144.7,61,0.32,0.44,6.25,-0.09,51.6,-0.12,15.7,44.9,1368
Timex Group India Ltd,null,500414,500414,1507,149.25,Watches & Accessories,Consumer Durables,79.4,3.58,6.58,-51,-65.7,223,-0.23,6.72,6.61,4.55,-8,151,46.8,19.6,26.5,132.95,-39,0.12,1.21,0.15,0.1,74.9,0,34,8.58,14.9
Timken India Ltd,TIMKEN,522113,TIMKEN,28569,3798.15,Bearings - Large,Bearings,71.7,9.6,5.35,9.64,-31.9,11.8,2.61,3.7,-17.1,41.6,-12,3758,45,808,21.2,2600,-55,0.01,0.03,6.62,5.98,51.1,-6.65,21.5,9.26,843
Tinna Rubber & Infrastructure Ltd,null,530475,530475,2903,1694.85,Rubber - Products,Plantation & Plantation Products,58.4,6.93,42.5,119,4.66,22.7,1.2,-2.38,11.3,154,45,1733,37.4,71.3,22.2,438,181,0.67,0.89,0,-0.03,72.7,-1.16,27.9,113,125
Tinna Trade Ltd,null,541741,541741,1632,386.6,Trading - Medium / Small,Trading,19330,5.13,57.4,108,800,6.07,6.4,-13.2,25.3,308,9,385,338,1.01,21.9,26.05,42,1.22,0.96,0,0.1,58.2,-15.6,7.18,122,0.21
Tips Films Ltd,TIPSFILMS,543614,TIPSFILMS,234,541.25,Entertainment - Content Providers,Entertainment,null,2.62,49,-124,-246,2.58,0.21,-4.65,-12,-17.6,-3,538,-68.4,0,45.6,482.95,-18,0,0,0,0,75,0,1.05,-121,2.55
Tips Industries Ltd,TIPSINDLTD,532375,TIPSINDLTD,8694,680.15,Entertainment - Content Providers,Entertainment,60.7,33.1,28.3,66.7,69.1,48.6,-3.38,-8.61,47.5,51.1,15,727,44.9,2.04,13.4,303.45,67,0.03,0,6.71,2.33,64.2,-10.8,66.5,61.3,7.84
Tirupati Forge Ltd,TIRUPATIFL,null,TIRUPATIFL,373,36.02,Forgings - Medium / Small,"Castings, Forgings & Fastners",46.2,3.16,34.7,8.14,35.4,7.49,23.9,35.1,91.9,129,6,29.6,23.3,13,0,10.2,30,0.26,0.2,0,0,55.8,-1.82,16.3,7.92,15.2
Titagarh Rail Systems Ltd,TITAGARH,532966,TITAGARH,18040,1339.5,Engineering - Heavy - General - Large,Capital Goods-Non Electrical Equipment,61.4,4.69,18,54.8,-15.1,8.12,-2.51,-6.19,-9.68,58.1,39,1410,36.4,863,29.4,749.5,168,0.07,1.01,4.44,12.5,40.5,-7.37,18.2,54.8,740
Titan Biotech Ltd,null,524717,524717,617,746.2,Biotechnology,Pharmaceuticals,24.5,3.59,19.4,16,17.8,4.63,26.1,27.5,42.4,56,12,609,16.8,31.2,9.55,341.95,58,0.06,0.55,0,0,55.9,0,23.1,15.9,35.9
Titan Company Ltd,TITAN,500114,TITAN,332090,3740.65,Diamond Cutting / Jewellery - Large,"Diamond, Gems and Jewellery",96.2,6.9,20.9,6.64,-7.26,35.3,1.52,8.59,5.97,2.96,-4,3632,58.5,2499,3.76,3121.95,-20,1.65,0.75,0.24,-0.33,52.9,0,21,4.96,3708
Torrent Pharmaceuticals Ltd,TORNTPHARM,500420,TORNTPHARM,116890,3453.9,Pharmaceuticals - Indian - Formulations,Pharmaceuticals,69.9,10.8,11.4,36.7,1.78,17,0.66,3.16,19.8,33.1,19,3415,33.2,7065,3.36,1849.95,85,0.59,0.84,-1.04,1.38,71.2,0,24.9,29.4,8138
Torrent Power Ltd,TORNTPOWER,532779,TORNTPOWER,85588,1780.8,Power Generation And Supply,Power Generation & Distribution,37.4,2.96,8.97,7.52,123,7.09,6.61,5.49,11.4,54.1,18,1710,17.2,17326,6.67,720.3,55,0.96,0.76,-2.14,2.38,53.6,0,13.8,3.37,21802
Tourism Finance Corporation of India Ltd,TFCILTD,526650,TFCILTD,1655,178.7,Finance - Term-Lending Institutions,Finance,18,6.78,7.02,5.5,24.5,1.45,0.95,1.14,-0.77,-3.48,22,181,11.9,16.5,33.2,96.1,99,0.9,1.72,0.04,-13.3,7.85,-10.1,10.4,8.41,14.5
Toyam Sports Ltd,null,538607,538607,209,3.64,Miscellaneous - Medium / Small,Miscellaneous,28,7.44,1348,157,74.5,0.63,-6.91,11.7,1.68,-12.3,-16,3.44,15.5,0.31,53.6,3.21,-74,0,0,0,-0.33,0,0,2.56,157,0.28
Tracxn Technologies Ltd,TRACXN,543638,TRACXN,1016,96.95,Computers - Software - Medium / Small,IT - Software,143,12.2,5.03,-78.4,-11.2,14.3,4.19,4.17,13,13.4,-3,93.3,101,0.27,21.9,69.45,-16,0,0,-11.9,-1.39,34.7,-0.81,11.6,70.4,0.2
TransIndia Real Estate Ltd,TREL,543955,TREL,1115,45.38,Miscellaneous - Medium / Small,Logistics,28,12.5,-28.6,1617,-97,0.91,-2.93,-4.98,4.27,0.73,null,48.2,3.22,null,25,39.55,-1,0.05,null,null,null,69.1,null,4.74,230,10.6
Transformers & Rectifiers India Ltd,TARIL,532928,TRIL,9908,660.15,Electric Equipment - Transformers,Capital Goods - Electrical Equipment,128,6.78,16.9,238,-50,9.39,-5.83,-4,-17,101,24,708,58.4,181,21.9,153.3,109,0.46,0.75,6.33,7.97,66.2,-8.74,14.1,236,144
Transpek Industry Ltd,null,506687,506687,962,1721.75,Chemicals - Organic - Large,Chemicals,30,1.69,-26.9,-61.4,64.7,1.43,0.61,0.22,-4.38,-1.8,-10,1745,10.5,287,21.2,1609.85,-33,0.1,0.29,0.02,-1.8,57.5,0,8.77,-59,397
Transport Corporation of India Ltd,TCI,532349,TCI,8635,1108.85,Transport - Road,Logistics,23.9,2.1,7.6,11.7,-11.3,4.31,4.36,8.42,21.3,41.7,0,1095,16.2,805,10.4,789.05,0,0.1,0.25,0.29,0.37,68.9,-0.01,18.3,-0.31,862
Trejhara Solutions Ltd,TREJHARA,542233,TREJHARA,410,282.53,Computers - Software - Medium / Small,IT - Software,162,16.5,-25.7,106,-91.2,1.86,11.8,44.8,77.6,91,15,243,17.4,2.28,1.16,104.9,60,0.01,0.07,-0.22,-0.03,23.1,-6.93,1.64,6.78,23.7
Trent Ltd,TRENT,500251,TRENT,260174,7318.8,Trading - Large,Retail,207,18.8,52.8,282,-45.1,64.2,2.55,12.6,39.5,80.1,33,7084,81.3,3026,0.9,2007.9,85,0.43,1.26,-2.63,7.38,37,0,28.5,172,2423
Tribhovandas Bhimji Zaveri Ltd,TBZ,534369,TBZ,2153,322.57,Diamond Cutting / Jewellery - Medium / Small,"Diamond, Gems and Jewellery",35.8,0.93,-2.52,22.4,35.2,3.58,19.3,86.5,192,215,15,230,17.9,140,10.5,101.25,12,1.02,0.84,0,0.2,74.1,0,9.99,25.3,151
Trident Lifeline Ltd,null,543616,543616,356,310,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S,Pharmaceuticals,52.2,7.21,null,null,-1.23,6.87,-4.02,10.6,75.9,92.5,1,312,36.5,null,8.55,151,2,0.35,null,0,1.66,65.5,-4.53,13,null,20.9
Trident Ltd,TRIDENT,521064,TRIDENT,18667,36.63,Textiles - Spinning/Cotton/Blended Yarn - Ring Spg,Textiles,56.4,2.64,14.8,-17.6,25.2,4.32,0.69,-1.24,-7.01,-2.97,-5,37.1,20.4,3791,30.8,33.95,-24,0.49,0.47,0.02,0.15,73.2,0,9.83,-13.6,4608
Trident Techlabs Ltd,TECHLABS,null,TECHLABS,1522,880.8,Computers - Software - Medium / Small,IT - Software,163,21,7.88,101,503,32.7,12.2,21.6,37.9,331,null,779,96.6,2.46,11.7,103.05,null,0.41,2.4,null,null,68,null,24.3,78.1,1.68
Trigyn Technologies Ltd,TRIGYN,517562,TRIGYN,359,116.48,Computers - Software - Medium / Small,IT - Software,23.2,0.3,-8.4,-62.3,-59.9,0.51,-0.65,1.3,-9.96,12.1,-1,119,0.66,99.4,30.7,97.7,-10,0.01,0.02,0,0.05,44.5,0,5.65,-52.6,103
Triton Valves Ltd,null,505978,505978,600,5065.6,Auto Ancillaries - Others,Auto Ancillaries,156,1.4,13.2,143,73.9,6.07,12.6,23,58.3,88.8,6,4614,21.4,88.3,1.67,1514.9,31,1.16,1.14,0,0,46.4,-6.5,8.15,166,82.8
Triveni Engineering and Industries Ltd,TRIVENI,532356,TRIVENI,11109,507.5,Sugar - Integrated,Sugar,30.9,2.09,-4.76,-80,-80.8,3.82,9.08,22.2,28.7,60.7,0,463,18.1,1061,2.03,319.2,-1,0.49,0.64,1.01,0.61,61,0,13.4,-13.8,1504
Triveni Turbine Ltd,TRITURBINE,533655,TRITURBINE,25033,787.5,Electric Equipment - Gensets / Turbines,Capital Goods - Electrical Equipment,86.8,14.4,27.5,33.8,5.52,26.1,5.46,-2.78,37.1,66.8,38,750,58,248,6.69,333.75,12,0,0.01,0.01,0.73,55.8,0,37.4,36.7,283
TruCap Finance Ltd,TRU,540268,TRU,511,43.71,NBFC-Others,Finance,46,2.9,29.4,503,-78.9,2.56,-1.62,-6.22,-14.4,-24.2,-7,46,9.86,11.3,49.8,44.29,-33,3.24,0.81,1.07,2.13,42.1,-11.4,9.93,266,30.5
Trust Fintech Ltd,TRUST,null,TRUST,591,248.25,Computers - Software - Medium / Small,IT - Software,47.3,16.9,54.9,211,-28.3,5.88,-8.92,12.4,6.23,null,null,266,33,null,21.4,150.4,null,0,null,null,null,93.5,null,36.9,203,10.1
Tube Investments of India Ltd,TIINDIA,540762,TIINDIA,78279,4047.1,Steel - Large,Steel,119,4.6,16.7,28.5,15.6,15.3,3.86,0.89,-6.03,13.7,-3,4048,28,3465,13.6,2950,-2,0.18,0.55,3.24,-1.87,45,-1.08,24,5.87,4405
Tuticorin Alkali Chemicals & Fertilizers Ltd,null,506808,506808,1186,97.31,Soda Ash,Chemicals,17.6,4.03,-41.2,-18.5,202,15,0.55,19,13.7,17.4,-1,94.4,13.2,56.3,16.8,68.75,0,0.1,-0.02,0,-0.63,75,0,26.9,-23.4,307
U P Hotels Ltd,null,509960,509960,776,1436.6,Hotels - Medium,Hotels & Restaurants,29.2,5.5,6.82,9.47,-105,5.11,5.02,-0.92,-12.8,1.79,0,1408,16.1,54.8,28.1,889,2,0,0,-0.24,0,88.4,0,27.8,7.6,63.6
U Y Fincorp Ltd,null,530579,530579,475,24.96,NBFC-Others,Finance,7.23,3.47,105,532,7.86,1.49,-0.16,-2.54,-4.99,-4.37,-3,25.8,5.65,0.87,31.5,24.28,-16,0,0.06,0,0,71.4,0.87,26.5,484,0.69
UCO Bank,UCOBANK,532505,UCOBANK,59182,49.5,Banks - Public Sector,Banks,29.6,2.61,19.1,0.97,4.79,2.46,2.1,-2.33,-12.9,-5.53,0,50.5,18.8,3151,29.9,36.85,0,0,9.83,-0.02,-0.03,95.4,0,1.35,0.85,3717
UFO Moviez India Ltd,UFO,539141,UFO,528,136.85,Entertainment - Electronic Media,Media - Print/Television/Radio,49.9,1.27,6.65,220,-169,1.84,7.5,9.08,9.34,10.4,0,132,7.56,173,21.3,105,-6,0.27,0.39,-0.17,-0.02,22.5,-0.16,8.95,188,141
UPL Ltd,UPL,512070,UPL,46072,613.8,Pesticides / Agrochemicals - Indian - Large,Agro Chemicals,null,1.07,-16.5,-171,-559,1.86,1.56,10.9,11.3,29.2,-17,596,15.9,34765,3.95,459.7,-80,1.07,1,0.5,-4.17,32.5,0,3.49,-149,39056
UTI Asset Management Company Ltd,UTIAMC,543238,UTIAMC,16153,1267.5,NBFC-Asset Management Companies,Finance,20.6,8.98,19.9,44.4,51.2,3.68,0.3,21.8,26.6,51.3,0,1202,14.7,349,3.9,755.65,4,0,0,-0.37,1.42,0,0,22.7,35.1,285
Ucal Ltd,UCAL,500464,UCAL,438,197.89,Auto Ancillaries - Engine Parts,Auto Ancillaries,null,0.6,-10.8,-507,86.1,1.18,3.71,20.1,18.1,39.8,0,187,12.4,471,13.6,132.75,2,0.72,0.75,0,0.12,70.3,0,2.44,-1415,491
Udaipur Cement Works Ltd,UDAICEMENT,530131,UDAICEMENT,1888,33.68,Cement - Major - North India,Cement,46.8,1.52,24.3,77,-152,2.42,-0.03,-0.47,-15.6,-12.6,4,34.4,14.5,672,30.7,31.4,20,1.48,2.31,-0.07,0.01,75,2.46,6.45,47.1,2022
Uday Jewellery Industries Ltd,null,539518,539518,349,158.45,Diamond Cutting / Jewellery - Medium / Small,"Diamond, Gems and Jewellery",41.9,1.94,6.51,-15.8,4267,4.59,3.22,25.9,8.71,6.24,-3,152,28.1,0.91,37.5,123.3,-7,0.31,0.22,0,0,73.8,0,13.3,-14.3,1.45
Udayshivakumar Infra Ltd,USK,543861,USK,351,63.44,Construction - Civil / Turnkey - Medium / Small,Infrastructure Developers & Operators,13.1,0.68,42.5,40.5,-86.8,2.01,-3.44,-1.48,-7.25,26.6,1,61,8.12,25.6,28.3,35.3,20,0.22,0.54,-0.14,-0.08,65.9,0.01,19.4,42.9,30.3
Uflex Ltd,UFLEX,500148,UFLEX,5449,754.55,Packaging - Lamination / Processors - Large,Packaging,24.5,0.4,-0.81,-20.3,63.7,0.75,-1.48,11.5,61.2,79.9,0,771,11.6,5020,12.2,410,6,0.96,0.73,0.06,0.9,44.6,0,6.01,23.6,8212
Ugar Sugar Works Ltd,UGARSUGAR,530363,UGARSUGAR,954,84.77,Sugar - Integrated,Sugar,51.7,0.75,-22.3,-79.1,-168,4.08,3.26,5.16,-1.89,19.3,-9,83.9,13.5,127,26.2,68.75,-42,2.19,6.98,0,-0.69,44.5,0.1,9.91,-80,254
Ugro Capital Ltd,UGROCAP,511742,UGROCAP,2359,253.76,NBFC-Others,Finance,18.9,2.1,49.5,115,-7.13,1.64,7.27,4.02,-8.85,8.63,-3,239,9.07,36.2,19.9,223.2,-18,3.24,0.8,-2.92,-1.7,2.23,0.04,10.2,70.6,130
Ujaas Energy Ltd,UEL,533644,UEL,6017,571.45,Electric Equipment - Transformers,Capital Goods - Electrical Equipment,125,233,-14.3,304,192,67.5,5,27.6,153,2009,4,374,262,149,0,2.2,6,0.21,0.63,0,0,95,95,17.2,195,29.4
Ujjivan Financial Services Ltd,UJJIVAN,539874,UJJIVAN,7179,589.5,Finance - Investment / Others,Finance,8.75,1.26,40.5,9.06,-8.85,1.97,null,null,null,19,null,553,10.4,799,4.12,285,null,9.56,4.61,5.24,4.2,0,0,8.95,9.67,684
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,542904,UJJIVANSFB,8302,42.92,Banks - Private Sector,Banks,6.59,1.39,31.3,3.11,-8.66,1.5,0.85,2.31,-14.1,-8.19,-2,43.4,9.65,276,31.9,42.15,-14,0,5.09,0.25,20.8,0,-73.7,2.93,2.58,395
UltraTech Cement Ltd,ULTRACEMCO,532538,ULTRACEMCO,336120,11642.65,Cement - Major - North India,Cement,47.7,4.72,8.25,35.3,-24.9,5.58,1.29,3.07,3.56,20.9,0,11432,25.7,55412,3.6,8186.35,0,0.19,0.49,-2.12,2.85,60,0.03,14.5,26.2,62878
Ultramarine & Pigments Ltd,null,506685,506685,1593,545.6,Dyes And Pigments - Large,Chemicals,27.7,2.7,6.1,-16,52.2,1.77,1.12,7.56,19,62.8,0,531,15.5,119,4.92,340.05,-5,0.09,0.08,-0.51,0.49,41,-1.33,8.38,-18.8,281
Uma Exports Ltd,UMAEXPORTS,543513,UMAEXPORTS,462,136.57,Trading - Medium / Small,Trading,28.2,0.29,9.95,-34.6,-18,2.43,3.1,55.3,62.3,61,7,127,17.4,2.45,9.9,47.9,12,0.64,0.31,0.97,0,72.5,-0.03,6.74,-38.2,5.46
Umang Dairies Ltd,UMANGDAIRY,500231,UMANGDAIRY,254,115.63,Food and Dairy Products - Indian - Medium / Small,FMCG,66.5,0.98,-18.3,179,-99.7,5.64,12.8,8.16,19.9,46.5,4,109,19.4,81.1,30.1,68,3,0.98,0.62,0,0,74.6,0,6.94,172,71.6
Uni Abex Alloy Products Ltd,null,504605,504605,659,3334.95,Castings - Steel / Alloy,"Castings, Forgings & Fastners",19.3,3.7,1.14,38.6,111,5.82,-2.76,21.5,39.5,17.7,20,3377,12.9,25.5,16.6,1896,89,0.17,0.18,0,0,63.6,0,36.6,37.5,24.1
Unichem Laboratories Ltd,UNICHEMLAB,506690,UNICHEMLAB,4709,668.8,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S,Pharmaceuticals,null,2.73,18.6,66.4,107,1.99,18.1,18.4,21.5,26.8,0,589,55.4,880,3.73,406.95,0,0.1,0.05,4.19,-0.73,70.2,19.3,0.71,108,1196
Unicommerce eSolutions Ltd,UNIECOM,544227,UNIECOM,2484,242.47,IT Enabled Services / Business Process Outsourcing,IT - Software,191,null,null,null,21.9,34,11.9,27.9,null,null,null,219,173,0.6,8.15,201,null,0.04,0,null,null,null,null,23.4,null,7.93
Unihealth Consultancy Ltd,UNIHEALTH,null,UNIHEALTH,231,150,Hospitals / Medical Services,Healthcare,22.4,4.73,null,null,41.6,2.7,-1.35,19.2,21.9,13.6,null,149,11.7,35.2,14.7,114,null,0.18,3.66,null,null,68.8,null,16.8,null,35.7
Union Bank of India,UNIONBANK,532477,UNIONBANK,94054,123.21,Banks - Public Sector,Banks,6.62,0.91,19.4,39.1,8.79,0.97,2.61,4.83,-16.5,-16.8,0,123,14.1,7303,28.6,95.5,0,0,15.1,3.5,5.91,74.8,-8.74,1.58,40.4,9224
Uniparts India Ltd,UNIPARTS,543689,UNIPARTS,2209,489.35,Engineering - Heavy - General - Medium / Small,Engineering,19.7,2,-16.1,-41.4,-13.1,2.55,2.26,2.83,-6.42,-7.84,-5,491,11.7,322,23.3,480.65,-36,0.12,0.29,-1.95,-3.16,65.7,0,17.4,-41.3,330
Uniphos Enterprises Ltd,UNIENTER,500429,UNIENTER,1335,191.93,Trading - Medium / Small,Trading,34.6,24.9,3553,-1.28,76.2,0.69,4.96,22.7,17.7,39.6,-8,176,30.5,0,1.83,136.35,-40,0,0,0,0.03,73.8,0,1.88,-1.27,0
Unitech Ltd,UNITECH,507878,UNITECH,2611,9.98,Construction - Housing - Medium / Small,Realty,null,5.59,21.6,-63.6,23.3,-0.62,-2.06,3.1,-14.8,6.74,11,9.7,-6.62,453,49.6,2.3,53,-1.72,2.25,0.12,-0.05,5.13,0,-23.4,-63.6,449
United Breweries Ltd,UBL,532478,UBL,55922,2115,Breweries,Alcoholic Beverages,125,6.72,13.5,60.6,113,13.4,2.34,7.27,0.28,21.7,-19,2038,66.2,1949,3.09,1563.8,-12,0.02,0.07,2.03,0.12,70.8,-1.88,13,46.2,1776
United Drilling Tools Ltd,UNIDT,522014,UNIDT,534,263.1,Machine Tools - Others,Capital Goods-Non Electrical Equipment,43.8,3.28,61.4,40.7,39.1,2.1,2.83,4.43,12,14,-23,263,21.1,null,17.5,206.55,-102,0.13,null,0.01,0.19,74.6,0,5.87,43.2,60.3
United Nilgiri Tea Estates Company Ltd,UNITEDTEA,null,UNITEDTEA,224,448.15,Tea - Indian - Medium / Small,Plantation & Plantation Products,15,2.56,14.2,10.4,22,1.1,2.68,8.73,15.3,42,0,425,9.52,27.4,3.56,311.9,0,0,0,-0.48,0,49.8,0,9.9,12.6,30
United Polyfab Gujarat Ltd,UNITEDPOLY,null,UNITEDPOLY,235,102.54,Textiles - Others,Textiles,33.2,0.28,20.6,1.87,3000,2.96,18.8,12.8,13.5,5.49,-8,88.7,9.65,117,16.3,82.7,-41,1.58,1.82,0,-0.58,50.3,4.75,10.4,9.55,93.1
United Spirits Ltd,UNITDSPR,532432,UNITDSPR,112539,1547.25,Distilleries,Alcoholic Beverages,79.8,9.86,5.1,5.51,101,15.8,2.87,10,21.9,38.5,2,1476,49.1,1886,0.36,999.95,7,0.04,0.26,1.36,-0.82,56.7,0,26.2,27.5,1421
Univastu India Ltd,UNIVASTU,null,UNIVASTU,243,213.39,Construction - Civil / Turnkey - Medium / Small,Infrastructure Developers & Operators,31.1,1.99,22,62.8,-54.1,4.67,18.4,-6.47,6.86,48.8,7,198,11.4,12,10.9,95.3,34,0.65,1.36,0,0,71.2,-2.27,20.4,74,8.43
Universal Cables Ltd,UNIVCABLES,504212,UNIVCABLES,2493,718.65,Cables - Power - Large,Cables,27.7,1.23,-6.37,-21.9,-88.5,1.4,8.35,7.48,-4.04,79.8,4,695,13.6,162,23.4,400.65,0,0.43,0.54,2.78,0.01,61.9,0,9.23,-21.1,178
